ImageName,VietnameseName,EnglishName,Price
052.jpeg,CÁNH GÀ NƯỚNG,GRILLED CHICKEN WING,35000
052.jpeg,XÚC XÍCH ĐỨC NƯỚNG SA TẾ,GRILLED SPICY GERMAN SAUSAGE,35000
052.jpeg,TÔM NƯỚNG SA TẾ,GRILLED SPICY SHRIMP,35000
052.jpeg,BẠCH TUỘC NƯỚNG SA TẾ,GRILLED SPICY OCTOPUS,35000
052.jpeg,MỰC NƯỚNG SA TẾ,GRILLED SPICY SQUID,35000
052.jpeg,COMBO 1 ,COMBO 1 ,159000
052.jpeg,COMBO 2,COMBO 2,149000
052.jpeg,KHOAI TÂY CHIÊN,FRIED POTATO,45000
052.jpeg,KIM CHI THÊM,ADDITIONAL KIMCHI,20000
052.jpeg,ĐẬU NON CHÀ BÔNG,TOFU HAM,59000
052.jpeg,ĐẬU NON LƯỚT VÁN,SURFING BEAN SPROUT,49000
052.jpeg,KHỔ QUA CHÀ BÔNG,BIITER GOURD HAM,49000
052.jpeg,SỤN GÀ CHIÊN MẮM,FRIED CHICKEN CARTILAGE WITH FISH SAUCE,65000
052.jpeg,ĐẬU BẮP LUỘC CHẤM CHAO,BOILED OKRA WITH DIPPING SAUCE,35000
052.jpeg,BẮP CHIÊN BƠ,FRIED CORN WITH BUTTER,55000
052.jpeg,BẮP XÀO HÀNH,STIR FRIED CORN WITH SCALLIONS,49000
053.jpeg,SÒ HUYẾT LACOT,LACOT COCKLES,95000
053.jpeg,SÒ HUYẾT NƯỚNG TÁI,GRILLED BLOOD COCKLES,95000
053.jpeg,SÒ HUYẾT XÀO SA TẾ,STIR FRIED SPICY COCKLES,105000
053.jpeg,TÔM ĐẤT RANG MUỐI,STIRED GREASYBACK SHRIMP WITH SALT,115000
053.jpeg,TÔM ĐẤT NƯỚNG,GRILLED GREASYBACK SHRIMP,115000
053.jpeg,TÔM ĐẤT RAM ME,GREASYBACK SHRIMP STEW WITH TAMARIND,115000
053.jpeg,TÔM ĐẤT CHIÊN BƠ TỎI,FRIED GREASYBACK SHRIMP WITH BUTTER GARLIC,115000
053.jpeg,TÔM ĐẤT SỐT THÁI,THAI SAUCE GREASYBACK SHRIMP,125000
053.jpeg,TÔM SÚ HẤP NƯỚNG DỪA,STEAMED BLACK TIGER SHRIMP WITH COCONUT,NOT GIVEN
053.jpeg,TÔM SÚ NƯỚNG SA TẾ,GRILLED SPICY BLACK TIGER SHRIMP,NOT GIVEN
053.jpeg,TÔM SÚ MÙ TẠT, BLACK TIGER SHRIMP WASABI,NOT GIVEN
053.jpeg,TÔM SÚ SỐT THÁI,THAI SAUCE GREASYBACK SHRIMP,NOT GIVEN
053.jpeg,TÔM SÚ NƯỚNG BƠ TỎI,GRILLED BLACK TIGER SHRIMP WITH BUTTER GARLIC,NOT GIVEN
053.jpeg,TÔN HÙM NƯỚNG PHÔ MAI,GRILLED LOPSTER WITH CHEESE,NOT GIVEN
053.jpeg,LẨU TÔM HÙM,LOPSTER HOTPOT,NOT GIVEN
053.jpeg,LỊCH NƯỚNG GIẤY BẠC,BROILED CONGER,NOT GIVEN
053.jpeg,LỊCH UM HOA CHUỐI,SIMMERED CONGER WITH BANAN FLOWER,NOT GIVEN
053.jpeg,LỊCH XÀO SẢ ỚT,STIR FRIED SPICY CONGER,NOT GIVEN
053.jpeg,MỰC HẤP GỪNG,STEAMED SQUID WITH GINGER,NOT GIVEN
053.jpeg,MỰC NƯỚNG MUỐI ỚT,GRILLED SQUID WITH SPICY SALT,NOT GIVEN
053.jpeg,MỰC NƯỚNG SA TẾ,GRILLED SPICY SQUID,NOT GIVEN
053.jpeg,MỰC CHIÊN BƠ TỎI,GRILLED SQUID WITH BUTTER GARLIC,NOT GIVEN
053.jpeg,MỰC NHÚNG NƯỚC DỪA,SQUID DIP BUTTER GARLIC,NOT GIVEN
053.jpeg,MỰC CƠM HẤP HÀNH GỪNG,STEAMED RICE WITH SCALLIONS AND GINGER,135000
053.jpeg,MỰC CƠM CHIÊN BƠ TỎI,FRIED RICE SQUID WITH BUTTER GARLIC,135000
053.jpeg,MỰC CƠM NƯỚNG,GRILLED SQUID RICE,135000
053.jpeg,MỰC KHÔ NƯỚNG,GRILLED DRY SQUID,135000
053.jpeg,BẠCH TUỘC HẤP HÀNH GỪNG,STEAMED OCTOPUS WITH SCALLIONS AND GINGER,125000
053.jpeg,BẠCH TUỘC NƯỚNG SA TẾ,GRILLED SPICY OCTUPUS,125000
053.jpeg,BẠCH TUỘC NƯỚNG MUỐI ỚT,GRILLED OCTUPUS WITH SPICY SALT,125000
053.jpeg,CHÌNH NƯỚNG NGHỆ,GRILLED FINNED EEL WITH TURMERIC,NOT GIVEN
053.jpeg,CHÌNH UM CHUỐI ĐẬU,SIMMERED FINNED EEL WITH BANANA BEAN,NOT GIVEN
053.jpeg,CHÌNH NẤU LÁ GIANG,BOILED FINNED EEL WITH RIVER LEAF,NOT GIVEN
053.jpeg,CÁ NGỪ MÙ TẠT,TUNA WASABI,195000
053.jpeg,CÁ NGỪ NẤU MẪN,COOKED TUNA,195000
053.jpeg,CÁ NGỪ NẤU THƠM CÀ,COOKED TUNA WITH PINEAPPLE AND TOMATO,195000
053.jpeg,CÁ NGỪ NẤU TẢ BÍM LÙ,COOKED TUNA WITH MIX FLAVOUR,245000
053.jpeg,CƠM CHÁY CÁ NGỪ,BURNT RICE WITH TUNA,125000
053.jpeg,CÁ LAO 1 NẮNG CHIÊN MẮM,DRIED SPEARFISH FRY WITH FISH SAUCE,95000
053.jpeg,CÁ LAO 1 NẮNG NƯỚNG MỌI,DRIED SPEARFISH GRILL,85000
053.jpeg,CÁ KÈO NƯỚNG MUỐI ỚT,GRILLED GOBY FISH WITH SPICY SALT,NOT GIVEN
053.jpeg,CÁ KÈO NƯỚNG MỌI,GRILLED GOBY FISH  ,NOT GIVEN
053.jpeg,CÁ KÈO UM CẢI CHUA,SIMMERED GOBY FISH WITH SAUERKRAUT,NOT GIVEN
053.jpeg,LẨU CÁ KÈO,GOBY FISH HOTPOT,NOT GIVEN
053.jpeg,CÁ KÈO CHIÊN GIÒN MẮM ME,CRUNCHY FRIED GOBY FISH WITH TAMARIND SAUCE,NOT GIVEN
053.jpeg,CÁ MAO ẾCH NẤU RAU RĂM,BOILED FROG FISH WITH LAKSA LEAVES,NOT GIVEN
053.jpeg,CÁ MAO ẾCH NẤU THƠM CÀ,BOILED FROG FISH WITH PINEAPPLE AND TOMATO,NOT GIVEN
053.jpeg,CÁ MAO ẾCH HẤP HONG KONG,HONGKONG STEAMED FROG FISH,NOT GIVEN
053.jpeg,CÁ TẦM,STURGEON,NOT GIVEN
053.jpeg,CÁ GÁY NẤU MẪN,BOILED CYPRINID,NOT GIVEN
053.jpeg,CÁ GÁY NẤU CHUA CAY,BOILED SOUR AND SPICY CYPRINID,NOT GIVEN
053.jpeg,CÁ GÁY NẤU THƠM CÀ,BOILED CYPRINID WITH PINEAPPLE AND TOMATO,NOT GIVEN
053.jpeg,CÁ ĐUỐI NƯỚNG MUỐI ỚT,GRILLED RAY WITH SPICY SALT,125000
053.jpeg,CÁ ĐUỐI UM CHUỐI ,SIMMERED RAY WITH BANANA,145000
053.jpeg,CÁ ĐUỐI NẤU CHUA CAY,SOUR AND SPICY RAY,135000
053.jpeg,CÁ ĐUỐI UM CÀ CHUA,SIMMERED RAY WITH TOMATO,135000
053.jpeg,CÁ BÓP NƯỚNG MUỐI ỚT,GRILLED COBIA FISH WITH SPICY SALT,NOT GIVEN
053.jpeg,CÁ BÓP NƯỚNG SA TẾ,GRILLED SPICY COBIA FISH,NOT GIVEN
053.jpeg,CÁ BÓP NẤU MĂNG CHUA,BOILED COBIA FISH WITH SOUR BAMBOO SHOT,NOT GIVEN
053.jpeg,CÁ SƠN NƯỚNG MUỐI ỚT ,GRILLED SQUIRREL FISH WITH SPICY SALT,NOT GIVEN
053.jpeg,CÁ SƠN NƯỚNG GIA VỊ,GRILLED SQUIRREL FISH WITH FLAVOUR,NOT GIVEN
053.jpeg,CÁ SƠN NƯỚNG SA TẾ,GRILLED SPICY SQUIRREL FISH,NOT GIVEN
053.jpeg,CÁ MÚ HẤP HONG KONG,HONGKONG STEAMED GROUPER,NOT GIVEN
053.jpeg,CÁ MÚ CHIÊN GIÒN MẮM ME,CRUNCHY FRIED GROUPER WITH TAMARIND SAUCE,NOT GIVEN
053.jpeg,CÁ NINJA NƯỚNG,GRILLED SEA LAMPREY,95000
053.jpeg,CÁ NINJA XÀO SẢ ỚT,STIR FRIED SPICY CITRONELLA SEA LAMPREY,95000
053.jpeg,CÁ NINJA UM HOA CHUỐI,SIMMERED SEA LAMPREY WITH BANANA FLOWER,145000
053.jpeg,CÁ TRỨNG NƯỚNG,GRILLED CAPELIN,95000
053.jpeg,CÁ TRỨNG CHIÊN GIÒN MẮM ME,CRUNCHY FRIED CAPELIN WITH TAMARIND SAUCE,95000
053.jpeg,CÁ CƠM 1 NẮNG NƯỚNG MỌI ,GRILLED DRY ANCHOVY,85000
053.jpeg,CÁ CƠM 1 NĂNG CHIÊN BƠ TỎI,FRIED DRY ANCHOVY WITH BUTTER AND GARLIC,85000
053.jpeg,CÁ CƠM 1 NẮNG CHIÊN MẮM,FRIED DRY ANCHOVY WITH FISH SAUCE,85000
053.jpeg,CÁ DÌA HẤP LÁ GIANG,STEAMED RABBITFISH WITH RIVER LEAF,NOT GIVEN
053.jpeg,CÁ DÌA NƯỚNG MUỐI ỚT,GRILLED RABBITFISH WITH SPICY SALT,NOT GIVEN
053.jpeg,CÁ DÌA NẤU LÁ GIANG BÚN,RABBITFISH WITH RIVER LEAF RICE NOODLE,NOT GIVEN
053.jpeg,CÁ ĐỐI NƯỚNG MỌI,GRILLED GREY MULLET,NOT GIVEN
053.jpeg,CÁ ĐỐI HẤP MĂNG CHUA,STEAMED GREY MULLET WITH SOUR BAMBOO SHOT,NOT GIVEN
053.jpeg,CÁ ĐỐI NẤU MẪN BÚN,GREY MULLET WITH RICE NOODLE,NOT GIVEN
053.jpeg,CÁ ĐỐI UM CẢI CHUA,SIMMERED MULLET WITH SAUERKRAUT,NOT GIVEN
053.jpeg,CHẢ CÁ CHIÊN RAU RĂM THÌ LÀ,FRIED FISH WITH LAKSA LEAVES AND DILL,115000
053.jpeg,CHẢ CÁ NẤU LÁ GIANG,FRIED FISH WITH RIVER LEAF,95000
053.jpeg,CHẢ CÁ NẤU KHỔ QUA,FRIED FISH WITH BITTER GOURD,95000
054.jpeg,LẨU THÁI HẢI SẢN,THAI SEAFOOD HOTPOT,99000
054.jpeg,LẨU XÍ QUÁCH BÒ,COW GUT HOTPOT,99000
054.jpeg,LẨU THẬP CẨM,MIXED HOTPOT,99000
054.jpeg,LẨU GÀ LÁ GIANG,CHICKEN RIVER LEAF HOTPOT,99000
054.jpeg,LẨU LÁ XÁCH BÒ,COW LEAVES HOTPOT,99000
054.jpeg,LẨU TỨ XUYÊN,SICHUAN HOTPOT,99000
054.jpeg,NƯỚC SUỐI,WATER,10000
054.jpeg,COCA,COCA,15000
054.jpeg,7UP,7UP,15000
054.jpeg,BÒ HÚC,RED BULL,19000
054.jpeg,STRONGBOW,STRONGBOW,17000
054.jpeg,BIA QUY NHƠN,QUY NHON BEER,6000
054.jpeg,BIA TIGER,TIGER BEER,17000
054.jpeg,BIA HEINEKEN SILVER,HEINEKEN SILVER BEER,20000
054.jpeg,TOPPING THẬP CẨM THẢ LẨU,MIXED TOPPING FOR HOTPOT,35000
054.jpeg,BA CHỈ BÒ MỸ,AMERICAN SHORT PLATE,35000
054.jpeg,BẠCH TUỘC,OCTOPUS,35000
054.jpeg,MỰC,SQUID  ,35000
054.jpeg,TÔM,SHRIMP,35000
054.jpeg,CÁ DIÊU HỒNG,RED TILAPIA,35000
054.jpeg,SƯỜN NON,RIBS,35000
054.jpeg,RAU KIM CHI DƯA LEO,VEGEABLE KIMCHI CUCUMBER,10000
054.jpeg,ĐẬU BẮP ĐẬU MIẾNG,OKRA TOFU,10000
054.jpeg,RAU LẨU,VEGETABLE HOTPOT,10000
054.jpeg,BÚN ,RICE NOODLE,5000
054.jpeg,MÌ TÔM THÊM,ADDITIONAL NOODLE,5000
055.jpeg,CÀ PHÊ ĐEN,BLACK COFFEE,14000
055.jpeg,CÀ PHÊ SỮA,MILK COFFEE,16000
055.jpeg,CÀ PHÊ ĐEN ĐÁ,ICED BLACK COFFEE,16000
055.jpeg,CÀ PHÊ SỮA ĐÁ,ICED MILK COFFEE,18000
055.jpeg,BẠC XỈU NÓNG ĐÁ,ICED HOT FAINT SILVER,20000
055.jpeg,CA CAO NÓNG ĐÁ,HOT ICED CACAO,22000
055.jpeg,SỮA NÓNG ĐÁ,HOT ICED MILK,20000
055.jpeg,MATCHA ĐÁ XAY,BLENDED ICE MATCHA,25000
055.jpeg,OREO ĐÁ XAY,BLENDED ICE OREO,25000
055.jpeg,CHANH TUYẾT,SNOW LIME,25000
055.jpeg,FLAN,FLAN,20000
055.jpeg,SỮA CHUA ĐÁ,ICED YOGURT,20000
055.jpeg,SỮA CHUA HŨ,YOGURT BOTTLE,12000
055.jpeg,SỮA CHUA NẾP CẨM,STICKY RICE YOGURT,23000
055.jpeg,SỮA CHUA VIỆT QUẤT,BLUEBERRY YOGURT,25000
055.jpeg,SỮA CHUA CHANH DÂY,PASSION FRUIT YOGURT,25000
055.jpeg,SỮA CHUA MÃNG CẦU,ANNONA YOGURT,25000
055.jpeg,TRÀ SỮA TRUYỀN THỐNG,TRADITIONAL MILK TEA,20000
055.jpeg,TRÀ SỮA HOA ĐẬU BIẾC,BUTTERFLY PEA FLOWER MILK TEA,23000
055.jpeg,SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN,BLACK SUGAR BUBBLE MILK TEA,23000
055.jpeg,MATCHA TRÂN CHÂU ĐƯỜNG ĐEN,BLACK SUGAR BUBBLE MATCHA,25000
055.jpeg,TRÀ GỪNG,GINGER TEA,18000
055.jpeg,TRÀ LIPTON,LIPTON TEA,22000
055.jpeg,TRÀ TẮC XÍ MUỘI,KUMQUAT SALTED DRY APRICOT TEA,23000
055.jpeg,TRÀ ĐÀO SẢ ĐÁ NÓNG,HOT ICED PEACH CITRONELLA TEA,23000
055.jpeg,TRÀ VẢI,LITCHI FRUIT TEA,23000
055.jpeg,PEPSI REVIVE, PEPSI REVIVE,18000
055.jpeg,NUTRI YẾN NHA ĐAM,NUT BIRD NEST WATER ALOE,18000
055.jpeg,STING LON,STING CAN,18000
055.jpeg,BÒ HÚC,RED BULL,20000
055.jpeg,HẠT DƯA HẠT BÍ,MELON SEED PUMPKIN SEED,10000
055.jpeg,THANH LONG CHANH DÂY ỔI,DRAGON FRUIT PASSION FRUIT GUAVA,20000
055.jpeg,CÀ CHUA CÀ RỐT THƠM,TOMATO CARROT PINEAPPLE,20000
055.jpeg,NƯỚC CHANH NÓNG ĐÁ,HOT ICED LIME JUICE,20000
055.jpeg,NƯỚC CAM,ORANGE JUICE,25000
055.jpeg,NẮNG TRONG VƯỜN,SUNSET IN GARDEN,25000
055.jpeg,GIẤC MỘNG HÈ,SUMMER DREAM,25000
055.jpeg,TRỞ GIÓ,WINDY,25000
056.jpeg,TRÀ SỮA LÚA NON S,YOUNG RICE MILK TEA S,25000
056.jpeg,TRÀ SỮA LÚA NON M,YOUNG RICE MILK TEA M,29000
056.jpeg,TRÀ SỮA LÚA NON L,YOUNG RICE MILK TEA L,39000
056.jpeg,TRÀ SỮA TRUYỀN THỐNG S,TRADITIONAL MILK TEA S,18000
056.jpeg,TRÀ SỮA TRUYỀN THỐNG M,TRADITIONAL MILK TEA M,22000
056.jpeg,TRÀ SỮA TRUYỀN THỐNG L,TRADITIONAL MILK TEA L,32000
056.jpeg,TRÀ SỮA TRÀ XANH S,JASMINE MILK TEA S,20000
056.jpeg,TRÀ SỮA TRÀ XANH M,JASMINE MILK TEA M,25000
056.jpeg,TRÀ SỮA TRÀ XANH L,JASMINE MILK TEA L,35000
056.jpeg,TRÀ SỮA HẠT SEN S,LOTUS SEED MILK TEA S,29000
056.jpeg,TRÀ SỮA HẠT SEN M,LOTUS SEED MILK TEA M,33000
056.jpeg,TRÀ SỮA HẠT SEN L,LOTUS SEED MILK TEA L,43000
056.jpeg,TRÀ SỮA CÀ PHÊ S,ARABICA MILK TEA S,29000
056.jpeg,TRÀ SỮA CÀ PHÊ M,ARABICA MILK TEA M,33000
056.jpeg,TRÀ SỮA CÀ PHÊ L,ARABICA MILK TEA L,43000
056.jpeg,TRÀ SỮA KẸO BƠ S,TOFFEE NUT MILK TEA S,25000
056.jpeg,TRÀ SỮA KẸO BƠ M,TOFFEE NUT MILK TEA M,29000
056.jpeg,TRÀ SỮA KẸO BƠ L,TOFFEE NUT MILK TEA L,37000
056.jpeg,LỤC TRÀ MATCHA S,MATCHA MILK TEA S,29000
056.jpeg,LỤC TRÀ MATCHA M,MATCHA MILK TEA M,33000
056.jpeg,LỤC TRÀ MATCHA L,MATCHA MILK TEA L,43000
056.jpeg,ÔLONG CACAO S,CHOCOLATE MILK TEA S,29000
056.jpeg,ÔLONG CACAO M,CHOCOLATE MILK TEA M,33000
056.jpeg,ÔLONG CACAO L,CHOCOLATE MILK TEA L,43000
056.jpeg,BẠC XỈU KẸO BƠ S,TOFFEE NUT WHITE COFFEE S,33000
056.jpeg,BẠC XỈU KẸO BƠ M,TOFFEE NUT WHITE COFFEE M,40000
056.jpeg,BẠC XỈU KẸO BƠ L,TOFFEE NUT WHITE COFFEE L,49000
056.jpeg,ÔLONG HẠT SEN S,OOLONG WITH LOTUS SEED S,27000
056.jpeg,ÔLONG HẠT SEN M,OOLONG WITH LOTUS SEED M,33000
056.jpeg,ÔLONG HẠT SEN L,OOLONG WITH LOTUS SEED L,43000
056.jpeg,TRÀ XANH S ,JASMINE TEA S,22000
056.jpeg,TRÀ XANH M,JASMINE TEA M,27000
056.jpeg,TRÀ XANH L,JASMINE TEA L,35000
056.jpeg,TRÀ GẠO S,GREEN RICE TEA S,25000
056.jpeg,TRÀ GẠO M,GREEN RICE TEA M,29000
056.jpeg,TRÀ GẠO L,GREEN RICE TEA L,33000
056.jpeg,ÔLONG ĐÀO CHANH S,OOLONG LEMIN PEACH TEA S,30000
056.jpeg,ÔLONG ĐÀO CHANH L,OOLONG LEMIN PEACH TEA L,37000
056.jpeg,TRÀ LÀI CHANH VÀI S,LEMON LYCHEE TEA JASMINE S,30000
056.jpeg,TRÀ LÀI CHANH VÀI L,LEMON LYCHEE TEA JASMINE L,37000
056.jpeg,LỤC TRÀ Ô MAI QUẤT S,SALTED DRIED APRICOT TEA S,30000
056.jpeg,LỤC TRÀ Ô MAI QUẤT L,SALTED DRIED APRICOT TEA L,37000
056.jpeg,TRÀ NHÃN LỒNG S,LONGAN LEMON TEA S,30000
056.jpeg,TRÀ NHÃN LỒNG L,LONGAN LEMON TEA L,37000
056.jpeg,ÔLONG ĐÀO CAM SẢ S,OOLONG ORANGE PEACH TEA S,35000
056.jpeg,ÔLONG ĐÀO CAM SẢ L,OOLONG ORANGE PEACH TEA L,42000
056.jpeg,TRÀ DƯA HẤU CAM QUÝT S,WATERMELON TEA S,33000
056.jpeg,TRÀ DƯA HẤU CAM QUÝT L,WATERMELON TEA L,40000
056.jpeg,TRÀ XOÀI CÁT MẬT ONG S,HONEY MANGO TEA S,33000
056.jpeg,TRÀ XOÀI CÁT MẬT ONG L,HONEY MANGO TEA L,40000
056.jpeg,TRÀ BÍ ĐAO TIÊN THẢO CHIA S,WINTER MELON TEA WITH HERBAL JELLY S,33000
056.jpeg,TRÀ BÍ ĐAO TIÊN THẢO CHIA L,WINTER MELON TEA WITH HERBAL JELLY L,40000
056.jpeg,TRÂN CHÂU TRẮNG,WHITE BUBBLE,5000
056.jpeg,PUDDING TRỨNG,EGG PUDDING,5000
056.jpeg,HẠT CHIA,CHIA,5000
056.jpeg,THẠCH CÀ PHÊ MATCHA,COFFEE MATCHA JELLY,5000
056.jpeg,THẠCH TIÊN THẢO,FAIRY GRASS JELLY,5000
056.jpeg,KEM SỮA MẶN,SALTED MILK FOAM,5000
056.jpeg,KEM SỮA PHÔ MAI ,CHEESE CREAM,10000
057.jpeg,MATCHA THẠCH JELLY S,MATCHA JELLY S,30000
057.jpeg,MATCHA THẠCH JELLY L,MATCHA JELLY L,40000
057.jpeg,SOCOLA CỐT DỪA S,CHOCO COCONUT S,33000
057.jpeg,SOCOLA CỐT DỪA L,CHOCO COCONUT L,43000
057.jpeg,CARAMEL FREZEE S,CARAMEL FREZEE S,35000
057.jpeg,CARAMEL FREZEE L,CARAMEL FREZEE L,45000
057.jpeg,PHOMAI VIỆT QUẤT S,BLUEBERRIES CHEESE SMOOTHIES S,35000
057.jpeg,PHOMAI VIỆT QUẤT L,BLUEBERRIES CHEESE SMOOTHIES L,45000
057.jpeg,SỮA CHUA KEM KIWI S,KIWI CHEESE YOGURT S,35000
057.jpeg,SỮA CHUA KEM KIWI L,KIWI CHEESE YOGURT L,45000
057.jpeg,BÁNH QUY KEM SOCOLA S,OREO CHOCO BLENDED S,35000
057.jpeg,BÁNH QUY KEM SOCOLA L,OREO CHOCO BLENDED L,45000
057.jpeg,VITAMIN C B1 S,VITAMIN C B1 S,29000
057.jpeg,VITAMIN C B1 L,VITAMIN C B1 L,39000
057.jpeg,VITAMIN A C S,VITAMIN A C S,29000
057.jpeg,VITAMIN A C L,VITAMIN A C L,39000
057.jpeg,COCA CHANH ,LIME COKE ,16000
057.jpeg,NƯỚC CAM HẠT CHIA ,ORANGE JUICE WITH CHIA SEED ,29000
057.jpeg,CHANH SẢ HẠT CHIA ,LEMONADE ,25000
057.jpeg,SODA TRÁI CÂY ,SODA FRUITS ,20000
058.jpeg,BẠC XỈU CỐT DỪA S,COCONUT COFFEE S,35000
058.jpeg,BẠC XỈU CỐT DỪA L,COCONUT COFFEE L,43000
058.jpeg,BẠC XỈU KẸO BƠ S,TOFFEE NUT WHITE COFFEE S,27000
058.jpeg,BẠC XỈU KẸO BƠ L,TOFFEE NUT WHITE COFFEE L,37000
058.jpeg,BẠC XỈU ARABICA HẠT DẺ S,HAZENUT WHITE ARABICA S,29000
058.jpeg,BẠC XỈU ARABICA HẠT DẺ L,HAZENUT WHITE ARABICA L,39000
058.jpeg,CAPPUCCINO LATTE S,CAPPUCCINO LATTE S,35000
058.jpeg,CAPPUCCINO LATTE L,CAPPUCCINO LATTE L,45000
058.jpeg,CARAMEL MACCHIATO S,CARAMEL MACCHIATO S,35000
058.jpeg,CARAMEL MACCHIATO L,CARAMEL MACCHIATO L,45000
058.jpeg,ESPRESSO S,ESPRESSO S,22000
058.jpeg,ESPRESSO L,ESPRESSO L,29000
058.jpeg,ARABICA SỮA TƯƠI S,FRESH MILK ARABICA S,29000
058.jpeg,ARABICA SỮA TƯƠI L,FRESH MILK ARABICA L,39000
058.jpeg,COLD BREW ARABICA S,COLD BREW ARABICA S,29000
058.jpeg,COLD BREW ARABICA L,COLD BREW ARABICA L,39000
058.jpeg,BẠC XỈU PHẠM S,PHAM WHITE COFFEE S,22000
058.jpeg,BẠC XỈU PHẠM L,PHAM WHITE COFFEE L,30000
058.jpeg,CÀ PHÊ ĐEN NÓNG S,HOT BLACK COFFEE S,15000
058.jpeg,CÀ PHÊ ĐEN NÓNG L,HOT BLACK COFFEE L,20000
058.jpeg,CÀ PHÊ ĐEN ĐÁ S,ICED BLACK COFFEE S,17000
058.jpeg,CÀ PHÊ ĐEN ĐÁ L,ICED BLACK COFFEE L,22000
058.jpeg,CÀ PHÊ SỮA NÓNG S,HOT MILK COFFEEE S,16000
058.jpeg,CÀ PHÊ SỮA NÓNG L,HOT MILK COFFEEE L,22000
058.jpeg,CÀ PHÊ SỮA ĐÁ S,ICED MILK COFFEE S,18000
058.jpeg,CÀ PHÊ SỮA ĐÁ L,ICED MILK COFFEE L,25000
059.jpeg,BOBA ĐƯỜNG ĐEN S,BROWN SUGAR BOBA MILK S,35000
059.jpeg,BOBA ĐƯỜNG ĐEN S,BROWN SUGAR BOBA MILK S,45000
059.jpeg,BOBA ĐƯỜNG ĐEN KEM NƯỚNG S,BROWN SUGAR BOBA MILK WITH DRILLED CREAM MOUSE S,43000
059.jpeg,BOBA ĐƯỜNG ĐEN KEM NƯỚNG S,BROWN SUGAR BOBA MILK WITH DRILLED CREAM MOUSE S,55000
059.jpeg,SỪNG BÒ NGÀN LỚP,CROISSANT,10000 - 15000
059.jpeg,BÁNH TÁO,APPLES PIES,15000
059.jpeg,BÁNH HỒ ĐÀO,PECAN PIE,20000
059.jpeg,BÁNH SU KEM,PROFITEROLE,10000
060.jpeg,CAFÉ ĐEN,BLACK COFFEE,12000
060.jpeg,CAFÉ ĐEN ĐÁ,ICED BLACK COFFE,13000
060.jpeg,CAFÉ SỮA  ,MILK COFFEE,13000
060.jpeg,CAFÉ SỮA ĐÁ,ICED MILK COFFEE,14000
060.jpeg,ESPRESSO,ESPRESSO,15000
060.jpeg,ESPRESSO ĐÁ,ICED ESPRESSO,14000
060.jpeg,ESPRESSO SỮA,MILK ESPRESSO,15000
060.jpeg,ESPRESSO SỮA ĐÁ,ICED MILK ESPRESSO,16000
060.jpeg,BẠC SỈU ĐÁ,ICED FAINT SILVER,18000
060.jpeg,BẠC SỈU NÓNG,HOT FAINT SILVER,18000
060.jpeg,TRÀ LIPTON ĐÁ ,ICED LIPTOP TEA,18000
060.jpeg,TRÀ LIPTON NÓNG,HOT LIPTON TEA,18000
060.jpeg,TRÀ GỪNG NÓNG,HOT GINGER TEA,18000
060.jpeg,CACAO SỮA ĐÁ,ICED MILK CACAO,20000
060.jpeg,CACAO SỮA NÓNG,HOT MILK CACAO,20000
060.jpeg,SODA CHANH ,LIME SODA,20000
060.jpeg,SODA CAM,ORANGE SODA,20000
060.jpeg,CHANH TƯƠI ,FRESH LIME,15000
060.jpeg,CAM VẮT,ORANGE JUICE,24000
060.jpeg,ỔI ÉP,GUAVA JUICE,17000
060.jpeg,CÀ CHUA ÉP,TOMATO JUICE,17000
060.jpeg,CÀ RÔT ĐÀ LẠT,DA LAT CARROT,17000
060.jpeg,NƯỚC DỪA TƯƠI,COCONUT JUICE,24000
060.jpeg,STING PEPSI REVIVE,STING PEPSI REVIVE,16000
060.jpeg,7UP NUMBER ONE,7UP NUMBER ONE,16000
060.jpeg,NUTRI YẾN NHA ĐAM,NUTRI BIRD NEST WATER ALOE,17000
060.jpeg,BÒ HÚC,RED BULL,17000
060.jpeg,KHOÁNG LAVI,LAVI WATER,15000
060.jpeg,SỮA CHUA HỘP,YOGURT BOTLE,12000
060.jpeg,SỮA CHUA ĐÁ,ICED YOGURT,17000
060.jpeg,SỮA CHUA CAFÉ,COFFEE YOGURT,17000
060.jpeg,SỮA CHUA VINAMILK HỘP,VINAMILK YOGURT,16000
060.jpeg,SỮA CHUA YOMOST HỘP,YOMOST YOGURT,16000
060.jpeg,SỮA ĐÁ CHANH,ICED LIME MILK,16000
060.jpeg,HẠT HƯỚNG DƯƠNG ,SUNFLOWER SEED,15000
060.jpeg,HẠT DƯA HẠT BÍ,MELON SEED PUMPKIN SEED,10000
060.jpeg,MỰC BENTO,BENTO,15000
060.jpeg,KHÔ GÀ LÁ CHANH ,DRIED CHICKEN LIME LEAVES,15000
061.jpeg,ESPRESSO ĐÁ,ICED ESPRESSO,13000
061.jpeg,ESPRESSO SỮA ĐÁ,ICED MILK ESPRESSO,15000
061.jpeg,ESPRESSO KEM,CREAM ESPRESSO,15000
061.jpeg,CAFÉ ĐEN ĐÁ,ICED BALCK COFFEE,13000
061.jpeg,CAFÉ SỮA ĐÁ,ICED MILK COFFEE,15000
061.jpeg,CAPPUCHINO,CAPPUCHINO,25000
